OBJECTID,Stop_Number,Stop_Description,Shelter,Boarding_Allowed,Debarking_Allowed,Express_Stop,Accessible,Routes_Service,District,Zone,Latitude,Longitude,Effective_Date,x,y
2882,5718,COURTNEYPARK DR at NETHERHART RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.671651,-79.648784,2025/09/01,-79.648784,43.6716510000001
2883,5719,CONVAIR DR at FLIGHTLINE DR,0,1,1,0,0,57,AIRPORT,TRAFFIC ZONE 109,43.667787,-79.601463,2025/09/01,-79.601463,43.667787
2884,5721,CONVAIR DR east of ELECTRA RD,0,1,1,0,0,57,AIRPORT,TRAFFIC ZONE 109,43.670422,-79.595374,2025/09/01,-79.5953739999999,43.670422
2885,5722,CONVAIR DR at RENFORTH DR,0,1,1,0,0,57,AIRPORT,TRAFFIC ZONE 109,43.671898,-79.593863,2025/09/01,-79.5938629999999,43.6718980000001
2886,5723,TENTH LINE at BALA DR,0,1,1,0,0,46/321,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.556272,-79.738055,2025/09/01,-79.738055,43.556272
2887,5724,BRITANNIA RD at NETHERHART RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.661819,-79.640446,2025/09/01,-79.6404459999999,43.661819
2888,5725,COURTNEYPARK DR at ORDAN DR,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 105,43.662174,-79.659824,2025/09/01,-79.659824,43.6621740000001
2889,5726,COURTNEYPARK DR at VIPOND DR,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 105,43.659597,-79.662721,2025/09/01,-79.662721,43.6595970000001
2890,5727,COURTNEYPARK DR at SHAWSON DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 105,43.657653,-79.665145,2025/09/01,-79.6651449999999,43.657653
2891,5728,COURTNEYPARK DR at TOMKEN RD,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 105,43.655008,-79.669966,2025/09/01,-79.669966,43.6550080000001
2892,5729,COURTNEYPARK DR west of INNOVATOR DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 21,43.64241,-79.688532,2025/09/01,-79.688532,43.64241
2893,5730,COURTNEYPARK DR at EDWARDS BLVD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 96,43.640023,-79.690815,2025/09/01,-79.690815,43.640023
2894,5731,COURTNEYPARK DR east of EDWARDS BLVD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 96,43.642157,-79.68845,2025/09/01,-79.68845,43.6421570000001
2895,5732,COURTNEYPARK DR at INNOVATOR DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 96,43.644628,-79.6864,2025/09/01,-79.6863999999999,43.6446280000001
2896,5733,TENTH LINE at THOMAS ST,1,1,1,0,1,46,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.558901,-79.741653,2025/09/01,-79.741653,43.558901
2897,5734,COURTNEYPARK DR at KENNEDY RD,1,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 96,43.647424,-79.684504,2025/09/01,-79.6845039999999,43.6474240000001
2898,5735,COURTNEYPARK DR at TOMKEN RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 103,43.654967,-79.669471,2025/09/01,-79.669471,43.6549670000001
2899,5736,COURTNEYPARK DR east of SHAWSON DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 103,43.657791,-79.664584,2025/09/01,-79.6645839999999,43.657791
2900,5737,COURTNEYPARK DR at VIPOND DR,1,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 103,43.659051,-79.662993,2025/09/01,-79.662993,43.659051
2901,5738,COURTNEYPARK DR at ORDAN DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 103,43.661539,-79.660185,2025/09/01,-79.660185,43.661539
2902,5739,NETHERHART RD at BONHILL RD,0,1,1,0,0,57,NORTHEAST 1,TRAFFIC ZONE 104,43.670594,-79.646922,2025/09/01,-79.646922,43.670594
2903,5740,NETHERHART RD at MEYERSIDE DR,0,1,1,0,0,57,NORTHEAST 1,TRAFFIC ZONE 104,43.668461,-79.64398,2025/09/01,-79.6439799999999,43.668461
2904,5741,NETHERHART RD south of MEYERSIDE DR,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.665911,-79.643083,2025/09/01,-79.643083,43.665911
2905,5742,NETHERHART RD south of ROMANI CRT,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 104,43.66233,-79.641787,2025/09/01,-79.641787,43.66233
2906,5743,BRITANNIA RD at NETHERHART RD,0,1,1,0,1,57,NORTHEAST 1,TRAFFIC ZONE 113,43.662252,-79.639742,2025/09/01,-79.639742,43.6622520000001
2907,5744,COURTNEYPARK DR at KENNEDY RD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 21,43.647971,-79.684306,2025/09/01,-79.6843059999999,43.647971
2908,5745,TENTH LINE at MCDOWELL DR,0,1,1,0,1,46,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.561765,-79.74554,2025/09/01,-79.7455399999999,43.561765
2909,5747,ERIN CENTRE BLVD at WINSTON CHURCHILL BLVD,1,1,1,0,1,46/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 11,43.553253,-79.722779,2025/09/01,-79.7227789999999,43.553253
2910,5748,THOMAS ST at CHURCHILL MEADOWS BLVD,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 11,43.551749,-79.747125,2025/09/01,-79.747125,43.551749
2911,5749,THOMAS ST at NINTH LINE,1,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 11,43.548741,-79.751248,2025/09/01,-79.751248,43.5487410000001
2912,5750,CHURCHILL MEADOWS BLVD at BRINWOOD GATE,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 10,43.554064,-79.749702,2025/09/01,-79.7497019999999,43.554064
2913,5751,ERIN CENTRE BLVD east of WINSTON CHURCHILL BLVD,1,1,1,0,1,46/49,CENTRAL ERIN MILLS,TRAFFIC ZONE 83,43.553452,-79.722082,2025/09/01,-79.7220819999999,43.553452
2914,5752,THOMAS ST at RAFTSMAN COVE,0,1,1,0,1,49,CHURCHILL MEADOWS,TRAFFIC ZONE 11,43.549965,-79.749526,2025/09/01,-79.7495259999999,43.549965
2915,5770,COURTNEYPARK DR at MARITZ DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 97,43.634082,-79.69801,2025/09/01,-79.69801,43.634082
2916,5771,COURTNEYPARK DR west of MARITZ DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 97,43.630609,-79.700623,2025/09/01,-79.7006229999999,43.630609
2917,5772,COURTNEYPARK DR at MCLAUGHLIN RD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 20,43.626593,-79.702994,2025/09/01,-79.702994,43.6265930000001
2918,5773,COURTNEYPARK DR at SPINNAKER CIR,0,1,1,0,1,57,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.625126,-79.707016,2025/09/01,-79.707016,43.6251260000001
2919,5774,COURTNEYPARK DR at MAVIS RD,0,1,1,0,1,57,MEADOWVALE VILLAGE,TRAFFIC ZONE 97,43.624163,-79.711846,2025/09/01,-79.711846,43.6241630000001
2920,5775,COURTNEYPARK DR at ST MARCELLINUS SECONDARY SCHOOL,1,1,1,0,1,57,MEADOWVALE VILLAGE,TRAFFIC ZONE 97,43.624208,-79.711027,2025/09/01,-79.7110269999999,43.6242080000001
2921,5776,COURTNEYPARK DR at SPINNAKER CIR,0,1,1,0,1,57,MEADOWVALE VILLAGE,TRAFFIC ZONE 97,43.624789,-79.708251,2025/09/01,-79.708251,43.6247890000001
2922,5777,COURTNEYPARK DR at MCLAUGHLIN RD,1,1,1,0,1,57,MEADOWVALE VILLAGE,TRAFFIC ZONE 97,43.626173,-79.703213,2025/09/01,-79.7032129999999,43.6261730000001
2923,5778,COURTNEYPARK DR east of MADILL BLVD,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 97,43.630731,-79.700264,2025/09/01,-79.7002639999999,43.630731
2924,5779,COURTNEYPARK DR at KATESON DR,0,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 97,43.633989,-79.697715,2025/09/01,-79.697715,43.633989
2925,5780,COURTNEYPARK DR at HURONTARIO ST,1,1,1,0,1,57,GATEWAY,TRAFFIC ZONE 97,43.636903,-79.694317,2025/09/01,-79.694317,43.6369030000001
2926,6000,CITY CENTRE TRANSIT TERMINAL DROP OFF,1,0,1,0,1,3/6/7/8/9/20/28/66/68/107/302/312/315,CITY CENTRE,TRAFFIC ZONE 79,43.594371,-79.646654,2025/09/01,-79.646654,43.5943710000001
2927,6002,MEADOWVALE TOWN CENTRE DROP OFF,0,0,1,0,1,10/13/38/39/42/43/44/45/46/48/90/109/313,MEADOWVALE,TRAFFIC ZONE 119,43.583791,-79.75902,2025/09/01,-79.75902,43.5837910000001
2928,6003,WESTWOOD SQUARE BUS TERMINAL DROP OFF,0,0,1,0,1,16,MALTON,TRAFFIC ZONE 30,43.721445,-79.640814,2025/09/01,-79.640814,43.7214450000001
2929,6018,TOMKEN RD at WESTCREEK BLVD,0,1,1,0,1,51,BRAMPTON,,43.686217,-79.701384,2025/09/01,-79.701384,43.6862170000001
2930,6019,TOMKEN RD at ADVANCE BLVD,0,1,1,0,1,51,BRAMPTON,,43.685977,-79.700681,2025/09/01,-79.700681,43.685977
2931,6021,STEELES AVE west of ADVANCE BLVD,0,1,1,0,1,51,BRAMPTON,,43.698208,-79.697811,2025/09/01,-79.6978109999999,43.6982080000001
2932,6022,STEELES AVE at DIXIE RD,0,1,1,0,1,51,,,43.694767,-79.701962,2025/09/01,-79.701962,43.6947670000001
2933,6023,TOMKEN RD south of STEELES AVE,0,1,1,0,1,51,BRAMPTON,,43.689746,-79.705868,2025/09/01,-79.705868,43.6897460000001
2934,6024,STEELES AVE at TOMKEN RD,0,1,1,0,1,51,BRAMPTON,,43.690996,-79.705562,2025/09/01,-79.705562,43.690996
2935,6025,STEELES AVE east of TOMKEN RD,0,1,1,0,1,51,BRAMPTON,,43.692442,-79.703965,2025/09/01,-79.703965,43.692442
2936,6026,STEELES AVE west of DIXIE RD,0,1,1,0,1,51,BRAMPTON,,43.694345,-79.701869,2025/09/01,-79.701869,43.694345
2937,6027,STEELES AVE at DIXIE RD,0,1,1,0,1,51,BRAMPTON,,43.695847,-79.700194,2025/09/01,-79.700194,43.6958470000001
2938,6028,STEELES AVE east of ADVANCE BLVD,0,1,1,0,1,51,BRAMPTON,,43.698748,-79.696517,2025/09/01,-79.696517,43.6987480000001
2939,6029,BRAMALEA GO STATION PLATFORM 12,0,1,1,0,1,51,BRAMPTON,,43.701996,-79.691202,2025/09/01,-79.691202,43.7019960000001
2940,6105,MAVIS RD at WINTERTON WAY,1,1,1,0,1,61,HURONTARIO,TRAFFIC ZONE 6,43.595685,-79.674953,2025/09/01,-79.674953,43.5956850000001
2941,6106,MAVIS RD at BRISTOL RD,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 6,43.598892,-79.680569,2025/09/01,-79.6805689999999,43.598892
2942,6107,MAVIS RD at LAFAYETTE DR,1,1,1,0,1,61,HURONTARIO,TRAFFIC ZONE 6,43.602853,-79.685166,2025/09/01,-79.685166,43.602853
2943,6108,MAVIS RD at AVONWICK AVE,0,1,1,0,1,61,HURONTARIO,TRAFFIC ZONE 6,43.606186,-79.687609,2025/09/01,-79.687609,43.606186
2944,6109,MAVIS RD at MATHESON BLVD,1,1,1,0,1,61,HURONTARIO,TRAFFIC ZONE 6,43.60804,-79.689935,2025/09/01,-79.6899349999999,43.6080400000001
2945,6110,MAVIS RD at RODEO DR,1,1,1,0,1,61,GATEWAY,TRAFFIC ZONE 8,43.610308,-79.693009,2025/09/01,-79.693009,43.610308
2946,6111,DERRY RD at WEST CREDIT AVE,0,1,1,0,1,42,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 121,43.607824,-79.7544,2025/09/01,-79.7544,43.6078240000001
2947,6112,MAVIS RD at CRAIG CARRIER CRT,1,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 19,43.627924,-79.717158,2025/09/01,-79.717158,43.6279240000001
2948,6113,MAVIS RD at BOYER BLVD,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 94,43.614175,-79.698849,2025/09/01,-79.6988489999999,43.614175
2949,6114,MAVIS RD at PLYMOUTH DR,1,1,1,0,1,61,GATEWAY,TRAFFIC ZONE 7,43.610031,-79.693201,2025/09/01,-79.693201,43.610031
2950,6115,MAVIS RD at MATHESON BLVD,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.608256,-79.690699,2025/09/01,-79.6906989999999,43.608256
2951,6116,MAVIS RD at FATHER DSOUZA DR,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.606347,-79.688299,2025/09/01,-79.688299,43.606347
2952,6117,MAVIS RD at PRESTON MANOR DR,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.603201,-79.685667,2025/09/01,-79.685667,43.6032010000001
2953,6118,MAVIS RD at BRISTOL RD,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.599117,-79.681345,2025/09/01,-79.681345,43.599117
2954,6119,MAVIS RD at WINTERTON WAY,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 7,43.595701,-79.675584,2025/09/01,-79.675584,43.5957010000001
2955,6120,DERRY RD at ATWOOD LANE,1,1,1,0,1,42,MEADOWVALE VILLAGE,TRAFFIC ZONE 122,43.621077,-79.741903,2025/09/01,-79.741903,43.6210770000001
2956,6124,MAVIS RD at CANTAY RD,1,1,1,0,1,61,GATEWAY,TRAFFIC ZONE 95,43.617003,-79.702084,2025/09/01,-79.702084,43.6170030000001
2957,6125,MAVIS RD at BRITANNIA RD,1,1,1,0,1,61,EAST CREDIT,TRAFFIC ZONE 94,43.612163,-79.696154,2025/09/01,-79.696154,43.6121630000001
2958,6127,HILLCREST AVE at CONFEDERATION PKY,0,1,1,0,1,4/28,COOKSVILLE,TRAFFIC ZONE 66,43.579391,-79.62417,2025/09/01,-79.6241699999999,43.579391
2959,6128,HILLCREST AVE at PARKERHILL RD,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 66,43.577799,-79.625829,2025/09/01,-79.625829,43.577799
2960,6129,HILLCREST AVE at HIGH SPRINGS CRES,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.576038,-79.628633,2025/09/01,-79.628633,43.576038
2961,6130,HILLCREST AVE at CLAYHILL RD,1,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.572728,-79.631675,2025/09/01,-79.631675,43.572728
2962,6131,HILLCREST AVE at WHEATSTONE AVE,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.570224,-79.633139,2025/09/01,-79.633139,43.5702240000001
2963,6133,MAVIS RD at NOVO STAR DR,0,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.630177,-79.7198,2025/09/01,-79.7198,43.6301770000001
2964,6134,DERRY RD at BELLSHIRE GATE,1,1,1,0,1,42,MEADOWVALE VILLAGE,TRAFFIC ZONE 122,43.621568,-79.742367,2025/09/01,-79.7423669999999,43.621568
2965,6137,HILLCREST AVE west of PEARWOOD PL,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.574253,-79.631127,2025/09/01,-79.6311269999999,43.574253
2966,6138,FINANCIAL DR at 6660 FINANCIAL DR,1,1,1,0,1,42/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.611612,-79.738532,2025/09/01,-79.738532,43.611612
2967,6139,CREDITVIEW RD at DERRY RD,1,1,1,0,1,42/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.61399,-79.744297,2025/09/01,-79.744297,43.6139900000001
2968,6140,HILLCREST AVE at MAVIS RD,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.568598,-79.634954,2025/09/01,-79.634954,43.5685980000001
2969,6141,HILLCREST AVE at ELMCREEK RD,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.569919,-79.633216,2025/09/01,-79.6332159999999,43.569919
2970,6142,HILLCREST AVE at CLAYHILL RD,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.572385,-79.631587,2025/09/01,-79.631587,43.5723850000001
2971,6143,HILLCREST AVE at HIGH SPRINGS CRES,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.57581,-79.628921,2025/09/01,-79.6289209999999,43.57581
2972,6144,HILLCREST AVE at PARKERHILL RD,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 66,43.577548,-79.625872,2025/09/01,-79.625872,43.577548
2973,6145,HILLCREST AVE at CONFEDERATION PKY,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 66,43.578862,-79.624368,2025/09/01,-79.6243679999999,43.5788620000001
2974,6146,MAVIS RD at CRAWFORD MILL AVE,1,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 19,43.630312,-79.720615,2025/09/01,-79.720615,43.6303120000001
2975,6158,GRAND PARK DR at CENTRAL PKY,1,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.577649,-79.644138,2025/09/01,-79.6441379999999,43.5776490000001
2976,6159,GRAND PARK DR south of WEBB DR,1,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.580536,-79.646934,2025/09/01,-79.646934,43.580536
2977,6160,WEBB DR at REDMOND RD,1,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.581746,-79.64573,2025/09/01,-79.6457299999999,43.5817460000001
2978,6161,WEBB DR west of REDMOND RD,0,1,1,0,1,6,CITY CENTRE,TRAFFIC ZONE 71,43.581194,-79.646663,2025/09/01,-79.646663,43.581194
2979,6162,GRAND PARK DR south of WEBB DR,0,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.579918,-79.646428,2025/09/01,-79.646428,43.5799180000001
2980,6163,GRAND PARK DR at CENTRAL PKY,1,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.577068,-79.643755,2025/09/01,-79.6437549999999,43.577068
2981,6164,MAVIS RD at KAISER DR,0,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.635616,-79.724656,2025/09/01,-79.724656,43.635616
2982,6165,MAVIS RD at TWAIN AVE,0,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.6374,-79.728002,2025/09/01,-79.728002,43.6374000000001
2983,6167,MCLAUGHLIN RD at KAISER DR,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.638889,-79.720181,2025/09/01,-79.720181,43.6388890000001
2984,6168,MCLAUGHLIN RD at DERRY RD,1,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.63697,-79.717722,2025/09/01,-79.717722,43.6369700000001
2985,6170,HILLCREST AVE at PEARWOOD PL,0,1,1,0,1,4,COOKSVILLE,TRAFFIC ZONE 65,43.574937,-79.630439,2025/09/01,-79.630439,43.574937
2986,6183,MAVIS RD south of TWAIN AVE,1,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.636918,-79.727566,2025/09/01,-79.727566,43.636918
2987,6184,MAVIS RD at ENVOY DR,1,1,1,0,1,57/61,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.63564,-79.725201,2025/09/01,-79.725201,43.6356400000001
2988,6202,WEBB DR at CONFEDERATION PKY,0,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.583498,-79.643753,2025/09/01,-79.6437529999999,43.5834980000001
2989,6203,WEBB DR at CONFEDERATION PKY,0,1,1,0,1,6,FAIRVIEW,TRAFFIC ZONE 71,43.584627,-79.642879,2025/09/01,-79.6428789999999,43.5846270000001
2990,6602,MCLAUGHLIN RD at COURTNEYPARK DR,1,1,1,0,1,66,GATEWAY,TRAFFIC ZONE 20,43.62629,-79.702663,2025/09/01,-79.702663,43.62629
2991,6604,MCLAUGHLIN RD at RAMONET DR,0,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.632107,-79.710615,2025/09/01,-79.710615,43.6321070000001
2992,6605,MCLAUGHLIN RD at ARROWSMITH DR,0,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.634447,-79.713789,2025/09/01,-79.713789,43.6344470000001
2993,6606,MCLAUGHLIN RD at DERRY RD,1,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.636329,-79.716263,2025/09/01,-79.716263,43.636329
2994,6607,MCLAUGHLIN RD at DERRYDALE RD,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.638565,-79.719338,2025/09/01,-79.7193379999999,43.638565
2995,6608,MCLAUGHLIN RD at PANHELLENIC DR,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.641206,-79.722888,2025/09/01,-79.722888,43.6412060000001
2996,6609,MCLAUGHLIN RD north of RAY LAWSON BLVD,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.652335,-79.738287,2025/09/01,-79.738287,43.652335
2997,6610,MCLAUGHLIN RD at GURDWARA GATE,0,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.648313,-79.732359,2025/09/01,-79.732359,43.648313
2998,6612,MCLAUGHLIN RD at RAY LAWSON BLVD,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.651271,-79.736379,2025/09/01,-79.7363789999999,43.6512710000001
2999,6613,MCLAUGHLIN RD north of RAY LAWSON BLVD,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.652555,-79.73812,2025/09/01,-79.73812,43.6525550000001
3000,6614,MCLAUGHLIN RD at SHERIDAN COLLEGE DR,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.653902,-79.739865,2025/09/01,-79.7398649999999,43.6539020000001
3001,6615,MCLAUGHLIN RD at KINGKNOLL DR,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.653584,-79.739988,2025/09/01,-79.739988,43.6535840000001
3002,6616,MCLAUGHLIN RD at RAY LAWSON BLVD,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.650662,-79.736055,2025/09/01,-79.736055,43.6506620000001
3003,6617,MCLAUGHLIN RD at OAKLEA BLVD,1,1,1,0,1,18/66,BRAMPTON,Brampton TZ 125,43.648018,-79.732499,2025/09/01,-79.7324989999999,43.648018
3004,6618,MCLAUGHLIN RD at ROSSELLINI DR,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.643254,-79.726069,2025/09/01,-79.7260689999999,43.6432540000001
3005,6619,MCLAUGHLIN RD at TWAIN AVE,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.641447,-79.723633,2025/09/01,-79.7236329999999,43.641447
3006,6620,MCLAUGHLIN RD at NOVO STAR DR,1,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.63472,-79.714571,2025/09/01,-79.714571,43.6347200000001
3007,6621,MCLAUGHLIN RD at ROTHSCHILD TRAIL,0,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.632369,-79.711372,2025/09/01,-79.711372,43.632369
3008,6622,MCLAUGHLIN RD at NAVIGATOR DR,0,1,1,0,1,66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.628428,-79.706028,2025/09/01,-79.7060279999999,43.628428
3009,6623,MCLAUGHLIN RD at COURTNEYPARK DR,1,1,1,0,1,66,GATEWAY,TRAFFIC ZONE 20,43.626505,-79.703498,2025/09/01,-79.703498,43.6265050000001
3010,6624,SHERIDAN COLLEGE BRAMPTON CAMPUS,0,1,1,0,1,61/66,BRAMPTON,Brampton TZ 125,43.656881,-79.741224,2025/09/01,-79.741224,43.6568810000001
3011,6626,MCLAUGHLIN RD at SHERIDAN COLLEGE DR,0,1,1,0,1,18/57,BRAMPTON,Brampton TZ 125,43.654235,-79.740483,2025/09/01,-79.740483,43.654235
3012,6627,MCLAUGHLIN RD at 6150 MCLAUGHLIN RD,0,1,1,0,1,66,GATEWAY,TRAFFIC ZONE 95,43.618973,-79.693218,2025/09/01,-79.6932179999999,43.618973
3013,6628,MCLAUGHLIN RD at STEELES AVE,0,1,1,0,1,18,BRAMPTON,,43.656208,-79.743064,2025/09/01,-79.743064,43.656208
3014,6670,MCLAUGHLIN RD at ROSSELLINI DR,1,1,1,0,1,18/66,MEADOWVALE VILLAGE,TRAFFIC ZONE 20,43.643174,-79.725529,2025/09/01,-79.7255289999999,43.643174
3015,6810,WINTERTON WAY at STAPLEFORD TERR,0,1,1,0,1,68,HURONTARIO,TRAFFIC ZONE 6,43.599677,-79.671347,2025/09/01,-79.671347,43.599677
3016,6812,WINTERTON WAY at GUILDWOOD WAY,0,1,1,0,1,68,HURONTARIO,TRAFFIC ZONE 6,43.599799,-79.670972,2025/09/01,-79.6709719999999,43.5997990000001
3017,6813,GUILDWOOD WAY at BLUESKY CRES,0,1,1,0,1,68,HURONTARIO,TRAFFIC ZONE 6,43.598164,-79.669013,2025/09/01,-79.6690129999999,43.598164
3018,6814,GUILDWOOD WAY at CONSTELLATION DR,0,1,1,0,1,68,HURONTARIO,TRAFFIC ZONE 6,43.59638,-79.667331,2025/09/01,-79.667331,43.5963800000001
3019,6880,FINANCIAL DR south of SYNTEX CRT,1,1,1,0,1,42/108,MEADOWVALE BUSINESS PARK,TRAFFIC ZONE 18,43.609316,-79.7451,2025/09/01,-79.7451,43.609316
3020,7100,WESTWOOD SQUARE BUS TERMINAL PLATFORM I,0,1,1,0,1,107,MALTON,TRAFFIC ZONE 30,43.721834,-79.640856,2025/09/01,-79.640856,43.7218340000001
3021,7200,HUMBER COLLEGE NORTH CAMPUS PLATFORM 8,0,1,1,0,1,22,NORTH ETOBICOKE,TRAFFIC ZONE 53,43.729215,-79.60496,2025/09/01,-79.6049599999999,43.7292150000001
3022,7201,HUMBER COLLEGE NORTH CAMPUS PLATFORM 1,0,1,1,0,1,107,NORTH ETOBICOKE,,43.729277,-79.605657,2025/09/01,-79.605657,43.729277
3023,9000,BLOOR ST at ISLINGTON STATION,0,1,1,0,1,26,SOUTH ETOBICOKE,TRAFFIC ZONE 33,43.644552,-79.524218,2025/09/01,-79.524218,43.644552
3024,9001,DUNDAS ST at EAST MALL CRES,1,1,1,1,1,1/11/20/35/70/101/108/109/126,SOUTH ETOBICOKE,TRAFFIC ZONE 22,43.630373,-79.549164,2025/09/01,-79.5491639999999,43.6303730000001
3025,9002,DUNDAS ST at PAULART DR,1,1,1,0,1,1/11/20/35/70,SOUTH ETOBICOKE,TRAFFIC ZONE 22,43.631065,-79.546529,2025/09/01,-79.546529,43.631065
3026,9003,DUNDAS ST at SHORNCLIFFE RD,0,0,1,0,1,1/11/20/35/70,SOUTH ETOBICOKE,TRAFFIC ZONE 22,43.631802,-79.544854,2025/09/01,-79.544854,43.6318020000001
3027,9004,DUNDAS ST at WILMAR RD,0,0,1,0,1,1/11/20/35/70,SOUTH ETOBICOKE,TRAFFIC ZONE 33,43.634537,-79.541394,2025/09/01,-79.541394,43.6345370000001
